1	1	1	1	1	1	9	1	1	2	1	1	3
2	3	2	1	1	1	9	1	2	2	1	1	3
1	1	1	1	1	1	9	1	1	2	1	1	1
3	1	2	1	1	1	9	1	1	2	1	1	1
1	1	3	1	1	1	9	1	1	2	1	1	1
1	1	2	1	1	1	9	1	1	2	1	1	1
2	1	4	1	1	1	9	1	1	2	1	1	1
1	3	1	1	1	1	9	1	1	2	1	1	1
1	7	4	1	1	1	9	1	1	2	1	1	1
1	7	1	1	1	1	9	1	1	2	1	1	1
1	10	1	1	1	1	9	1	1	2	1	1	1
1	11	4	1	1	2	9	1	1	2	1	1	3
3	11	3	1	1	2	9	1	1	2	1	1	1
1	11	1	1	1	2	9	1	1	2	1	1	1
1	11	3	1	1	1	9	1	1	2	1	1	1
1	11	1	1	1	2	9	1	1	2	1	1	1
1	11	1	1	1	2	9	1	1	2	1	1	1
1	11	1	1	1	2	9	1	1	2	1	1	1
1	11	1	1	1	2	9	1	1	2	1	1	1
3	11	3	1	1	2	9	1	1	2	1	1	1
1	7	1	1	1	1	5	1	1	2	1	1	0
1	7	1	1	1	1	5	1	1	2	1	1	0
1	1	1	1	1	1	9	1	1	2	1	1	0
2	3	1	1	1	1	9	1	1	2	1	1	1
2	1	3	1	1	1	1	1	1	2	1	1	3
3	1	3	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	3
1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	2	1	1	1	1	1	1	2	1	1	3
1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	2	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	2	0
2	1	3	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	1
2	1	3	1	1	1	1	1	1	2	1	1	1
1	1	2	1	1	1	1	1	1	2	1	1	1
1	1	2	1	1	1	1	1	1	2	1	1	1
1	1	4	1	1	1	1	1	1	2	1	1	3
3	1	3	1	1	1	1	1	1	2	1	1	3
1	1	2	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	2	1	1	1	1	1	1	2	1	1	1
1	1	4	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	2	1	1	1	1	1	1	2	1	1	1
2	3	3	1	1	1	1	1	1	2	1	1	1
2	3	2	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	0
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	4	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	4	1	1	1	1	1	1	2	1	1	1
1	3	4	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	4	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	4	1	1	1	1	1	1	2	1	1	1
1	3	4	1	1	1	1	1	1	2	1	1	1
3	3	3	1	1	1	1	1	1	2	1	1	2
1	3	4	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
3	3	2	1	1	1	1	1	1	2	1	1	3
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
3	3	2	1	1	1	1	1	1	2	2	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
2	3	3	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	3	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	4	1	1	1	1	1	1	2	1	1	1
3	3	3	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
1	3	1	1	1	1	1	1	1	2	1	1	1
3	3	3	1	1	1	1	1	1	2	1	1	1
1	7	1	1	1	1	1	1	1	2	1	1	1
1	7	1	1	1	1	1	1	1	2	1	1	1
2	8	2	1	1	1	1	1	1	2	1	1	1
2	8	3	1	1	1	1	1	2	2	1	1	3
2	8	3	1	1	2	1	1	1	2	1	1	1
2	8	2	1	1	1	1	1	1	2	1	1	1
1	9	4	1	1	1	1	1	1	2	1	1	1
2	9	4	1	1	1	1	1	1	2	1	1	1
1	9	3	1	1	1	1	1	1	2	1	1	3
1	9	2	1	1	1	1	1	1	2	1	1	1
1	9	3	1	1	1	1	1	1	2	1	1	1
1	9	3	1	1	1	1	1	1	2	1	1	1
1	9	3	1	1	1	1	1	1	2	1	1	1
1	9	2	1	2	1	1	1	1	2	1	1	1
1	9	3	1	1	1	1	1	1	2	1	1	1
1	9	1	1	2	1	1	1	1	2	1	1	1
